invoice_id,customer_id,first_name,last_name,customer_email,customer_address,invoice_type,invoice_date,due_date,amount_due,currency,status
INV-17-bc96e3cc-23aa-11f0-ade3-7a151d959370,698667d5-862f-47bf-9040-1a6b1026f462,Jonathan,Paul,JonathanP@gmail.com,"3169 Scott Ridge Apt. 622
Port Thomas, OR 17143",Subscription,2025-04-17,2025-05-17,3911.79,USD,Posted
INV-18-bc96f196-23aa-11f0-ade3-7a151d959370,6af22723-d11f-4053-8760-3b6819d03481,Corey,Barrett,CoreyB@outlook.com,"2658 Mason Courts
Port Ericbury, SC 10312",Product,2025-03-26,2025-04-25,4715.57,USD,Late
INV-19-bc96fb78-23aa-11f0-ade3-7a151d959370,71d556f7-3a4a-4bd1-820a-c591a78f9245,Jerry,Palmer,JerryP@outlook.com,"7859 Miller Road Apt. 232
Rileyland, WY 99766",Subscription,2025-03-31,2025-04-30,3448.65,USD,Processing
INV-20-bc9705fa-23aa-11f0-ade3-7a151d959370,c0b8d61e-d077-4411-8cfc-020c7097f9f5,Elizabeth,Grant,ElizabethG@outlook.com,"8603 Frank Forge
Millerborough, OR 66086",Product,2025-04-11,2025-05-11,4724.25,USD,Posted
INV-21-bc9710c2-23aa-11f0-ade3-7a151d959370,823d6136-4c02-41a2-8e9f-9e8a137e6ab8,Caitlin,Jimenez,CaitlinJ@yahoo.com,"46160 Jeremy Pass
South Sheriberg, GA 20759",Training,2025-03-30,2025-04-29,4215.26,USD,Posted
INV-22-bc971a9a-23aa-11f0-ade3-7a151d959370,e6309058-2cbb-456f-9da2-6ab5ad3e6b57,Angelica,Cooper,AngelicaC@gmail.com,"07765 Katherine Grove
West Jessica, KS 19200",Product,2025-03-24,2025-04-23,4959.55,USD,Late
INV-23-bc9723fa-23aa-11f0-ade3-7a151d959370,7b924f5e-18eb-431c-967d-32999b50b9fa,Aaron,Harris,AaronH@yahoo.com,"35167 Tonya Station Apt. 836
North Laura, DE 88579",Subscription,2025-04-14,2025-05-14,2236.33,USD,Posted
INV-24-bc972cc4-23aa-11f0-ade3-7a151d959370,7cce6b9e-98a4-4d56-beb2-946d84eec2fb,Brian,Cooper,BrianC@outlook.com,"643 Rodgers Oval
Gibsonview, PW 97086",Product,2025-04-08,2025-05-08,501.05,USD,Processing
INV-25-bc9735a2-23aa-11f0-ade3-7a151d959370,700d1a80-b590-4b74-acfa-f10d23658a2b,Marvin,Medina,MarvinM@outlook.com,"65880 Alexa Island
Scottstad, WI 84740",Product,2025-04-09,2025-05-09,1380.09,USD,Posted
INV-26-bc973d40-23aa-11f0-ade3-7a151d959370,5943076b-5f65-4689-bb9d-306c19a614fd,Patrick,Mckenzie,PatrickM@outlook.com,"49323 Leon Islands Suite 094
Ryanhaven, NY 62985",Consulting,2025-04-08,2025-05-08,3716.81,USD,Posted
INV-27-bc974722-23aa-11f0-ade3-7a151d959370,48e1f641-a9bd-4424-b0de-d17f48b75ea2,Anna,Bryant,AnnaB@yahoo.com,"36314 Perkins Lakes
West Justin, NE 66358",Maintenance,2025-04-17,2025-05-17,4305.36,USD,Posted
INV-28-bc97508c-23aa-11f0-ade3-7a151d959370,72d14616-6b80-4105-b7d2-f0c02f763089,Jasmine,Rivera,JasmineR@yahoo.com,"23161 Rice Ports Suite 573
West Frank, MN 48766",Subscription,2025-04-03,2025-05-03,1441.92,USD,Posted
INV-29-bc975a6e-23aa-11f0-ade3-7a151d959370,684b00e5-05b8-4569-ad67-ad61bab3a745,Linda,Garcia,LindaG@outlook.com,"9061 Dakota Stravenue Apt. 361
West Gregory, PR 96164",Product,2025-04-03,2025-05-03,4816.68,USD,Posted
INV-30-bc97657c-23aa-11f0-ade3-7a151d959370,1cd3faff-1f7e-4f7f-a383-357cab594b40,James,Farley,JamesF@outlook.com,"935 Garcia Pine
Williamsborough, SD 52909",Product,2025-04-09,2025-05-09,1727.9,USD,Posted
INV-31-bc9770bc-23aa-11f0-ade3-7a151d959370,e98c43b0-2ce5-4266-a409-6ef58937f51f,Joseph,Stone,JosephS@gmail.com,"49141 Fisher Way
Lake Melissahaven, NH 05313",Consulting,2025-04-08,2025-05-08,3065.51,USD,Posted
INV-32-bc977d8c-23aa-11f0-ade3-7a151d959370,24e945e5-89c3-4d19-b529-7725cbf836f9,Melinda,Carr,MelindaC@gmail.com,"5496 Robinson Crossing Apt. 298
East Tashamouth, MA 75578",Subscription,2025-04-01,2025-05-01,3355.14,USD,Canceled
INV-33-bc97885e-23aa-11f0-ade3-7a151d959370,d2ee777e-6784-4f0f-976a-bf18366a30d7,Brittany,Page,BrittanyP@gmail.com,"0846 Lynn Square Suite 907
North Charlesland, PW 25411",Product,2025-04-17,2025-05-17,405.69,USD,Pending
INV-34-bc97922c-23aa-11f0-ade3-7a151d959370,875ba758-351a-48c1-adc3-d7dfc18454ba,Gregory,Moore,GregoryM@outlook.com,"14801 Stark Well
Port Kevinstad, IN 20342",Subscription,2025-04-04,2025-05-04,2557.39,USD,Posted
INV-35-bc979f42-23aa-11f0-ade3-7a151d959370,ca71a5b5-228f-4211-bbea-a0ef2b0c0d75,Jennifer,Guzman,JenniferG@outlook.com,"458 Barron Prairie Suite 737
Austinmouth, AR 62017",Consulting,2025-03-26,2025-04-25,1690.46,USD,Late
INV-36-bc97aa14-23aa-11f0-ade3-7a151d959370,334b21b8-8cb9-4e13-a8da-2c5881d64f46,Kevin,Mclaughlin,KevinM@yahoo.com,"0420 Matthew Valleys
Melissaview, NH 05037",Subscription,2025-03-28,2025-04-27,2542.0,USD,Posted
INV-37-bc97b220-23aa-11f0-ade3-7a151d959370,72e24578-1062-42ad-a516-2a91830252ac,David,Kelly,DavidK@outlook.com,"PSC 2491, Box 7056
APO AA 99298",Consulting,2025-03-27,2025-04-26,2416.69,USD,Late
INV-38-bc97b72a-23aa-11f0-ade3-7a151d959370,f67e257f-7fbc-4a15-b929-508ceb39ec93,Tiffany,Harris,TiffanyH@gmail.com,"58185 Guzman Points Apt. 479
West Brian, VI 79150",Consulting,2025-04-14,2025-05-14,2753.2,USD,Posted
INV-39-bc97c094-23aa-11f0-ade3-7a151d959370,5b049b3c-0994-45b9-ba71-e5b9197cf2c3,Matthew,Brooks,MatthewB@outlook.com,"941 Misty Throughway Suite 116
Port Stevenburgh, TN 90113",Subscription,2025-04-14,2025-05-14,158.21,USD,Posted
INV-40-bc97cbca-23aa-11f0-ade3-7a151d959370,b1f9e06f-f373-494a-bda4-1d992bcac73e,Johnny,Holland,JohnnyH@gmail.com,"123 Welch Burg
Smithland, MA 37924",Subscription,2025-04-09,2025-05-09,1949.15,USD,Posted
INV-41-bc97d886-23aa-11f0-ade3-7a151d959370,8bd4e3e7-044c-4c91-aa48-74d9cd5e47ad,James,Harris,JamesH@outlook.com,"09732 Ford Skyway
Joshuamouth, MH 63282",Maintenance,2025-04-19,2025-05-19,1786.47,USD,Posted
INV-42-bc97e286-23aa-11f0-ade3-7a151d959370,0b7b7e1a-34e5-4b7a-9f4e-fb5ee314b31a,Mary,Torres,MaryT@outlook.com,"82218 Mckenzie Ports Suite 588
East Sarah, OH 85608",Product,2025-04-19,2025-05-19,4119.61,USD,Canceled
INV-43-bc97ed62-23aa-11f0-ade3-7a151d959370,ef5e7daf-b627-49f1-8536-7276bcd56ca0,Tina,Lucas,TinaL@gmail.com,"886 Michael Neck Apt. 656
Lake Brittanyshire, PR 39940",Product,2025-04-14,2025-05-14,3656.02,USD,Posted
INV-44-bc97f6fe-23aa-11f0-ade3-7a151d959370,ba82aa08-f91c-4a83-82ec-bd723b2a0985,Sara,Walsh,SaraW@gmail.com,"600 James Turnpike Suite 093
Port Joannefort, ND 43525",Consulting,2025-04-09,2025-05-09,3555.08,USD,Posted
INV-45-bc980068-23aa-11f0-ade3-7a151d959370,db58509d-2f4c-4a8b-8bba-ef89794b5b32,Joel,Jackson,JoelJ@outlook.com,"3257 Johnson Trail Suite 253
Lake Sara, FM 62775",Subscription,2025-04-17,2025-05-17,1658.25,USD,Processing
INV-46-bc980b58-23aa-11f0-ade3-7a151d959370,f0d1d53f-5504-4359-a155-c52350e82052,Terri,Crawford,TerriC@gmail.com,"2631 Black Parkway Suite 402
Houseview, MH 63696",Training,2025-04-16,2025-05-16,4580.95,USD,Processing
INV-47-bc981562-23aa-11f0-ade3-7a151d959370,f8099c4c-7ce2-4559-b2a2-1c6fcdb74431,William,Duncan,WilliamD@yahoo.com,"143 Collins Overpass
West Shaneport, WI 61754",Maintenance,2025-04-10,2025-05-10,4976.94,USD,Posted
INV-48-bc981e68-23aa-11f0-ade3-7a151d959370,a1407e16-a8ea-47da-8b46-b2937e868c1e,Dalton,Sims,DaltonS@yahoo.com,"Unit 7376 Box 3559
DPO AP 89478",Subscription,2025-03-25,2025-04-24,4933.25,USD,Late
INV-49-bc98243a-23aa-11f0-ade3-7a151d959370,6a86a315-37db-45a9-9f81-43a7dafb8790,George,Wright,GeorgeW@gmail.com,"74418 Mathews Flats
Yolandafurt, CO 03561",Subscription,2025-04-10,2025-05-10,2257.29,USD,Posted
INV-50-bc982cd2-23aa-11f0-ade3-7a151d959370,629fa9ab-7276-45c6-948b-93b7fcaa94cf,Sabrina,Russell,SabrinaR@yahoo.com,"USS Roman
FPO AE 37412",Onboarding,2025-04-17,2025-05-17,3373.26,USD,Posted
INV-51-bc98336c-23aa-11f0-ade3-7a151d959370,70e4e2fa-4003-45aa-983b-a80d7b4150ac,Sarah,Mckee,SarahM@gmail.com,"952 Ashley Roads Apt. 756
Jonside, SC 05239",Subscription,2025-04-19,2025-05-19,3670.78,USD,Posted
INV-52-bc983b00-23aa-11f0-ade3-7a151d959370,4fab5ef1-1894-42ad-beb0-4e97942ecc95,Eric,Lang,EricL@yahoo.com,"65304 Mason Mountains
Lake Linda, IN 80472",Product,2025-04-05,2025-05-05,1228.36,USD,Posted
INV-53-bc984302-23aa-11f0-ade3-7a151d959370,083c1c70-838b-4c93-952b-e69431e933c1,Robert,Nguyen,RobertN@outlook.com,"070 Smith Ports
Dunnville, IL 07286",Subscription,2025-04-08,2025-05-08,2740.06,USD,Posted
INV-54-bc984bd6-23aa-11f0-ade3-7a151d959370,7079b2a4-7e49-4322-8f50-ead72cac3c8b,Joshua,Parker,JoshuaP@outlook.com,"4041 Butler Expressway
Taraton, LA 06456",Consulting,2025-04-19,2025-05-19,2250.51,USD,Posted
INV-55-bc985946-23aa-11f0-ade3-7a151d959370,5da97053-70d4-4875-8333-c558b297ebc8,Kristin,Brooks,KristinB@yahoo.com,"94854 Henderson Ville Suite 928
Stoneton, ND 18203",Maintenance,2025-04-11,2025-05-11,3199.22,USD,Processing
INV-56-bc98668e-23aa-11f0-ade3-7a151d959370,3d20dd4d-b306-41f6-aff1-be71119382a3,Brian,Fry,BrianF@gmail.com,"21629 Alvin Springs
Port Chadmouth, VA 41692",Product,2025-04-17,2025-05-17,3428.07,USD,Canceled
INV-57-bc987264-23aa-11f0-ade3-7a151d959370,51df80ef-ceba-4fe2-909d-a4f8faa5474d,Amy,Ortiz,AmyO@yahoo.com,"USNV Fields
FPO AA 69755",Product,2025-03-23,2025-04-22,4001.77,USD,Late
INV-58-bc98796c-23aa-11f0-ade3-7a151d959370,3f993fe0-b782-49d6-8a62-23fe1b723d4f,Erika,Moreno,ErikaM@gmail.com,"113 Knapp Loaf Apt. 503
West Colleen, SC 28552",Subscription,2025-04-08,2025-05-08,4658.86,USD,Pending
INV-59-bc9885ce-23aa-11f0-ade3-7a151d959370,96836778-8546-489d-a221-11679fd4e55c,Caitlin,Chavez,CaitlinC@gmail.com,"39101 Moran Trail
West Timothymouth, MN 67166",Consulting,2025-04-05,2025-05-05,2295.11,USD,Posted
INV-60-bc988f9c-23aa-11f0-ade3-7a151d959370,4d3a716d-2a56-47dc-bed4-1e00258c313e,Sue,Lewis,SueL@gmail.com,"563 Leach Circles
West Tyler, CO 74010",Consulting,2025-03-24,2025-04-23,3215.18,USD,Late
INV-61-bc98980c-23aa-11f0-ade3-7a151d959370,e1448175-7fcb-4156-8c2c-4941187e52ad,Steven,Molina,StevenM@outlook.com,"11237 Alyssa Ridge Suite 041
Vincentmouth, CA 47699",Product,2025-04-09,2025-05-09,3354.55,USD,Posted
INV-62-bc98a284-23aa-11f0-ade3-7a151d959370,8d5ef36c-a281-497f-9bf1-43dd7540e93f,Kayla,Rodriguez,KaylaR@gmail.com,"946 Morrison Motorway Apt. 150
Nunezland, KS 45612",Maintenance,2025-04-07,2025-05-07,206.36,USD,Posted
INV-63-bc98aefa-23aa-11f0-ade3-7a151d959370,2fd509aa-fe82-4ceb-9303-267e6677e56a,Sarah,Smith,SarahS@yahoo.com,"8270 Erik Knolls
Davistown, MD 00694",Product,2025-03-28,2025-04-27,424.01,USD,Posted
INV-64-bc98bcf6-23aa-11f0-ade3-7a151d959370,86c97e09-0289-47f0-8835-5a4f3573cfef,Justin,Delgado,JustinD@gmail.com,"5756 Alexis Centers
Barberview, TN 86842",Consulting,2025-04-05,2025-05-05,4719.65,USD,Posted
INV-65-bc98c8f4-23aa-11f0-ade3-7a151d959370,14ad49ee-eb1c-487c-82b3-676e52564d5f,Brian,Smith,BrianS@gmail.com,"644 Galvan Pass Suite 630
South Kiara, VT 81981",Consulting,2025-04-19,2025-05-19,395.76,USD,Processing
INV-66-bc98d24a-23aa-11f0-ade3-7a151d959370,875ba470-8675-4514-bf28-416b5f568388,Leslie,Wood,LeslieW@outlook.com,"55303 Stacey Freeway
North Lisaborough, IN 92461",Subscription,2025-03-27,2025-04-26,4552.85,USD,Late
INV-66-bc98d24a-23aa-11f0-ade3-7a151d959370,875ba470-8675-4514-bf28-416b5f568388,Leslie,Wood,LeslieW@outlook.com,"55303 Stacey Freeway
North Lisaborough, IN 92461",Subscription,2025-03-27,2025-04-26,4552.85,USD,Late
INV-68-bc98e33e-23aa-11f0-ade3-7a151d959370,c463bb99-cecf-494d-a9f6-db769f85e0c7,Katherine,Pope,KatherineP@gmail.com,"39320 Barnes View Suite 731
Khanmouth, VI 32246",Subscription,2025-03-24,2025-04-23,2267.43,USD,Late
INV-69-bc98ef64-23aa-11f0-ade3-7a151d959370,6bd9946f-21ee-44fd-9e2e-50944c7a7a31,Jason,Schultz,JasonS@gmail.com,"504 Aaron Garden Apt. 524
Gonzalezshire, RI 91106",Consulting,2025-03-28,2025-04-27,2481.21,USD,Processing
INV-70-bc98fb44-23aa-11f0-ade3-7a151d959370,77dfc10e-b99c-4af0-8a59-98323e631a59,Douglas,Tanner,DouglasT@outlook.com,"Unit 8160 Box 3033
DPO AA 69644",Training,2025-03-24,2025-04-23,2540.61,USD,Late
INV-71-bc99015c-23aa-11f0-ade3-7a151d959370,9d860291-478b-484a-af27-50e734963b7a,Monica,Watkins,MonicaW@gmail.com,"240 Moody Crest Apt. 782
West Douglasview, NY 25962",Subscription,2025-03-23,2025-04-22,4740.1,USD,Late
INV-72-bc990c06-23aa-11f0-ade3-7a151d959370,f9fc2094-5dfc-43ca-9451-79c26480f391,Karen,Reyes,KarenR@gmail.com,"1225 Claudia River Apt. 184
Cantrellshire, NC 38680",Product,2025-04-11,2025-05-11,2347.06,USD,Canceled
INV-73-bc99144e-23aa-11f0-ade3-7a151d959370,956219f8-5ea5-44ae-b270-a54cb47230a0,Stacey,Cortez,StaceyC@outlook.com,"48335 West Burg
Batestown, DE 65229",Consulting,2025-03-23,2025-04-22,4426.78,USD,Late
INV-74-bc992006-23aa-11f0-ade3-7a151d959370,d48ee674-04bf-4958-9042-34316e6d3136,Ryan,Brown,RyanB@gmail.com,"7908 Deborah Union Apt. 810
Rachelfort, NH 50278",Consulting,2025-03-26,2025-04-25,2685.22,USD,Late
INV-75-bc9927fe-23aa-11f0-ade3-7a151d959370,63914a81-e1b5-4be8-93b5-0913d5d11526,Christopher,Byrd,ChristopherB@yahoo.com,"134 Cameron Freeway
East Mary, MS 56388",Consulting,2025-04-06,2025-05-06,2628.2,USD,Posted
INV-76-bc993190-23aa-11f0-ade3-7a151d959370,ab50f128-3a7d-492f-ad8d-0bb72996efff,Michele,Martinez,MicheleM@gmail.com,"364 Anne Walk Suite 539
West Matthewview, CT 92095",Training,2025-03-23,2025-04-22,1446.83,USD,Late
INV-77-bc9939e2-23aa-11f0-ade3-7a151d959370,990fbf6e-d8b1-472c-a488-7697dd544d52,Nancy,Lynch,NancyL@gmail.com,"241 Reynolds Spring Apt. 049
Josephchester, NC 36120",Product,2025-03-23,2025-04-22,3099.41,USD,Late
INV-78-bc994338-23aa-11f0-ade3-7a151d959370,ba4466a9-8b51-47af-9ca8-08194ace40d0,Mark,Fischer,MarkF@outlook.com,"1073 Dylan Crossing Apt. 879
South Michaelport, NY 02339",Consulting,2025-04-02,2025-05-02,3127.56,USD,Posted
INV-79-bc994d92-23aa-11f0-ade3-7a151d959370,1fb730ae-195d-4e6c-83d0-0bbb749cd678,Alan,Clark,AlanC@gmail.com,"65839 John Burg Suite 747
Louisbury, MH 12924",Consulting,2025-04-11,2025-05-11,3623.66,USD,Processing
INV-80-bc995670-23aa-11f0-ade3-7a151d959370,fb71ca92-2566-461c-aa48-44e2a5bf3c6d,Regina,Flores,ReginaF@yahoo.com,"610 Robin Freeway
Michaelchester, ME 18921",Subscription,2025-04-02,2025-05-02,1697.34,USD,Posted
INV-81-bc995eae-23aa-11f0-ade3-7a151d959370,4701abb5-935a-4bd4-a811-93f5533e441a,Paul,Benjamin,PaulB@yahoo.com,"2192 Jason Forks
North Christina, OR 48047",Subscription,2025-04-08,2025-05-08,2207.36,USD,Posted
INV-82-bc996962-23aa-11f0-ade3-7a151d959370,b00c1dbe-5e1b-472d-b714-e38b104a1732,Christina,James,ChristinaJ@gmail.com,"PSC 5072, Box 3320
APO AA 28359",Subscription,2025-04-04,2025-05-04,4107.61,USD,Posted
INV-83-bc997182-23aa-11f0-ade3-7a151d959370,6751e046-81c4-4d1f-8202-1119f738107d,Andrea,Holloway,AndreaH@yahoo.com,"61530 Alan Villages Suite 091
South Sarah, ME 12751",Subscription,2025-04-06,2025-05-06,261.19,USD,Posted
INV-83-bc997182-23aa-11f0-ade3-7a151d959370,6751e046-81c4-4d1f-8202-1119f738107d,Andrea,Holloway,AndreaH@yahoo.com,"61530 Alan Villages Suite 091
South Sarah, ME 12751",Subscription,2025-04-06,2025-05-06,261.19,USD,Posted
INV-85-bc998532-23aa-11f0-ade3-7a151d959370,d25df40c-0153-4371-b88e-5521a1373980,Allison,Mcdaniel,AllisonM@gmail.com,"6003 Camacho Circle
Dennistown, CO 15890",Training,2025-04-11,2025-05-11,3624.86,USD,Posted
INV-86-bc999112-23aa-11f0-ade3-7a151d959370,c786bb16-fb43-43ae-8dc2-bd96e6376bed,Cole,Meyer,ColeM@yahoo.com,"PSC 4615, Box 9718
APO AP 47341",Product,2025-03-23,2025-04-22,2247.25,USD,Late
INV-87-bc999680-23aa-11f0-ade3-7a151d959370,dc1e3307-0bc5-4025-b5f6-311827a0cedb,Donald,Phillips,DonaldP@gmail.com,"048 Richardson Grove
Port Michael, PR 25819",Product,2025-03-26,2025-04-25,974.88,USD,Late
INV-88-bc99a27e-23aa-11f0-ade3-7a151d959370,b809e366-3bb3-4545-bae2-0e057267823c,James,Bauer,JamesB@gmail.com,"7700 Coffey Lights
Lake Amymouth, HI 61289",Consulting,2025-04-14,2025-05-14,1005.28,USD,Posted
INV-89-bc99b1d8-23aa-11f0-ade3-7a151d959370,f338914f-7c9c-4820-89c0-c9c41320ba4b,Jessica,Nelson,JessicaN@yahoo.com,"7439 Keith Court
Brianmouth, WA 99948",Maintenance,2025-03-25,2025-04-24,764.89,USD,Late
INV-90-bc99bca0-23aa-11f0-ade3-7a151d959370,4f4d2ff3-0021-4bee-a527-06f42439f002,Anthony,Alexander,AnthonyA@gmail.com,"Unit 9219 Box 8078
DPO AE 80260",Consulting,2025-04-18,2025-05-18,3375.29,USD,Posted
INV-91-bc99c2fe-23aa-11f0-ade3-7a151d959370,82b318b7-659f-46e2-8207-7b178d471717,Denise,Miller,DeniseM@yahoo.com,"98190 Robert Loaf
East Brandonfurt, MI 33324",Subscription,2025-03-29,2025-04-28,4455.69,USD,Posted
INV-92-bc99d0a0-23aa-11f0-ade3-7a151d959370,f5e8e9a2-3886-41d1-9ba7-eb766d36f4e7,Emily,Copeland,EmilyC@outlook.com,"4141 Kirk Gardens
West Jamesport, ND 82204",Consulting,2025-04-06,2025-05-06,,USD,Posted
INV-93-bc99de56-23aa-11f0-ade3-7a151d959370,ccea6a08-4695-4f0e-b77a-9401f9c1e7a7,Gilbert,Mckinney,GilbertM@gmail.com,"0579 Gloria Passage Apt. 366
Lake Jessechester, PA 73967",Product,2025-03-25,2025-04-24,427.7,USD,Late
INV-94-bc99e91e-23aa-11f0-ade3-7a151d959370,7eb69ecc-de5a-4f93-8562-c9051724d7e5,Laura,Allison,LauraA@gmail.com,"2406 Beverly Squares
Lake Thomas, PA 42598",Product,2025-04-03,2025-05-03,4154.71,USD,Posted
INV-95-bc99f29c-23aa-11f0-ade3-7a151d959370,2e114dda-9643-4b43-915c-3a95af652f1b,Amanda,Williams,AmandaW@yahoo.com,"31609 Shannon Plains
South Sharon, WY 97207",Subscription,2025-03-29,2025-04-28,2929.89,USD,Posted
INV-96-bc99fc1a-23aa-11f0-ade3-7a151d959370,d632b2df-2958-454b-be86-10ea3c301b24,Jeremy,Flores,JeremyF@yahoo.com,"521 Garcia Plains
Mayside, MT 72683",Onboarding,2025-04-15,2025-05-15,3275.67,USD,Posted
INV-97-bc9a09bc-23aa-11f0-ade3-7a151d959370,d12a20a8-0ffa-4978-9d5f-4eba1421d37d,Thomas,Goodwin,ThomasG@outlook.com,"43009 Davis Summit Suite 576
Port Charlesmouth, DC 88097",Product,2025-04-18,2025-05-18,3753.78,USD,Posted
INV-98-bc9a1420-23aa-11f0-ade3-7a151d959370,61dd06b5-9af4-45b1-837b-405867c76340,Joyce,Carr,JoyceC@gmail.com,"818 David Shore
Lake Richard, CA 60274",Subscription,2025-04-11,2025-05-11,3462.32,USD,Posted
INV-99-bc9a2000-23aa-11f0-ade3-7a151d959370,c304770d-6d5e-4d6d-a66e-00ec6c871bb6,Christopher,Harris,ChristopherH@outlook.com,"Unit 2906 Box 9946
DPO AE 57527",Product,2025-04-03,2025-05-03,1026.44,USD,Processing
INV-100-bc9a2622-23aa-11f0-ade3-7a151d959370,60488bca-05f7-44a6-acfe-7805278ed862,Matthew,Stephens,MatthewS@yahoo.com,"50634 Jerry Forge Suite 167
Lake Jeffreyhaven, ME 62221",Subscription,2025-04-09,2025-05-09,3685.36,USD,Posted
